val_loss	val_acc	train_loss	train_acc
0.37439068243765167	0.8496835443037974	0.6469858737924031	0.7715593101020767
0.48273937683552504	0.7840189873417721	0.4222944867775888	0.8266455473424851
0.5772481710057635	0.7982594936708861	0.34906264609470045	0.8472368884195706
0.3710952732274368	0.8401898734177216	0.2872609307264638	0.8797958465329109
0.36028560585986313	0.8465189873417721	0.2522703675093114	0.899155227032735
0.3951591011873576	0.8243670886075949	0.2207474953734107	0.9091869060190074
0.46856861145573053	0.8125	0.19793054543048794	0.9269623372052094
0.546350598467684	0.8433544303797468	0.088378902068847	0.966913058782119
0.4997358993354329	0.8417721518987341	0.06308498684787098	0.9785286870820133
0.6050555714023003	0.8409810126582279	0.059807555537156706	0.9788806758183738
0.6740882406650633	0.8322784810126582	0.05144571133086107	0.9825765575501584
0.6109748033028252	0.8433544303797468	0.04557895040837426	0.9834565293910594
0.6223608452465537	0.8473101265822784	0.03842293430997153	0.987152411122844
0.6913647134038985	0.8520569620253164	0.030948480295928622	0.988736360436466
0.6800893277720043	0.8496835443037974	0.024895476802077727	0.9917282646955298
0.6725434751985784	0.8512658227848101	0.019659602440052253	0.994368180218233
0.6904824242173213	0.8504746835443038	0.01990065176178849	0.9936642027455121
0.6994956221327828	0.8488924050632911	0.018712274464345605	0.9945441745864132
0.7054417327262085	0.8496835443037974	0.01747516665656118	0.995952129531855
0.7051960389119477	0.8504746835443038	0.0175135003434506	0.9938401971136923
