val_loss	val_acc	train_loss	train_acc
0.4984674684090328	0.7318037974683544	0.5869659374187582	0.7724392819429778
0.4169479959137455	0.7768987341772152	0.39356193430559494	0.8467089053150298
0.21781413534308394	0.9153481012658228	0.34833059573463443	0.8627243928194298
0.3134309568006215	0.8409810126582279	0.3302516231012332	0.8697641675466384
0.4152047086913799	0.8520569620253164	0.28482381607179974	0.8838437170010559
0.40171106933480527	0.8465189873417721	0.2728640945143611	0.8866596268919394
0.30994173985555223	0.870253164556962	0.23272427418887148	0.9081309398099261
0.6241743901399429	0.8219936708860759	0.1487263375820706	0.9380499824005631
0.5182857342133502	0.8243670886075949	0.12925465734786698	0.9468497008095741
0.5137891326316255	0.8393987341772152	0.12542076973139063	0.9524815205913411
0.49104003535888563	0.8259493670886076	0.11463559892322236	0.9561774023231256
0.5927202627682405	0.819620253164557	0.10713025909461567	0.9577613516367476
0.41399416390749705	0.8718354430379747	0.10489189608379906	0.9582893347412883
0.3911462896984274	0.872626582278481	0.09844225726543676	0.961281239000352
0.4630192092912394	0.8575949367088608	0.09072988978262016	0.9662090813093981
0.44735742952643187	0.8583860759493671	0.08083418856237161	0.9690249912002815
0.49918131856108483	0.8512658227848101	0.08120223044812025	0.9700809574093628
0.4671449906088554	0.8568037974683544	0.07887756781431443	0.971840901091165
0.4975313298709001	0.8512658227848101	0.07442719971030683	0.9721928898275255
0.49353269089129476	0.8544303797468354	0.07716058265546928	0.9721928898275255
