val_loss	val_acc	train_loss	train_acc
0.33997209034668563	0.9003164556962026	0.6528337080071568	0.7729672650475184
0.4100231813101829	0.875	0.42255872817148166	0.8417810630059838
0.24704714402957242	0.9121835443037974	0.3959679174889633	0.8470608940513903
0.9215766331475652	0.7143987341772152	0.35317165192986344	0.857268567405843
0.23410332390649505	0.9003164556962026	0.34546712540728997	0.8558606124604012
0.3347425810503479	0.8441455696202531	0.32964305360665475	0.872580077437522
0.5216378625158126	0.7879746835443038	0.2853280658257056	0.8856036606828581
0.38625896453475755	0.8283227848101266	0.18896068514122136	0.924146427314326
0.37521306958669925	0.8299050632911392	0.1725199579184043	0.9304822245688138
0.4054717521420444	0.8251582278481012	0.1612834328664575	0.9371700105596621
0.4387539498595656	0.8188291139240507	0.1454481062759927	0.9435058078141499
0.3754511546537713	0.8330696202531646	0.145786731093295	0.9401619148187258
0.41982469363514774	0.8346518987341772	0.1369105018333068	0.9473776839141147
0.3568839431327548	0.8599683544303798	0.1256323235965645	0.9526575149595212
0.397377496471966	0.8504746835443038	0.11423698337709412	0.955649419218585
0.39183355377269746	0.8536392405063291	0.1112158277666546	0.9568813797958465
0.4313013897085569	0.8441455696202531	0.10611044453048395	0.9568813797958465
0.40791271756056113	0.8488924050632911	0.10332570519081219	0.9618092221048926
0.4373738196131566	0.8512658227848101	0.10130532389423084	0.9593453009503695
0.44411365593439284	0.8481012658227848	0.10651608753713848	0.9574093629003871
