val_loss	val_acc	train_loss	train_acc
0.3534122719745369	0.8613569321533923	0.6555646251748304	0.7593095732779287
0.3070497920703703	0.8915929203539823	0.37855440296017395	0.8492887965478664
0.2857245105733562	0.894542772861357	0.3360761072173618	0.8740610516221832
0.27384524178693953	0.8974926253687315	0.30638957245965126	0.8834904906504715
0.27719028266613815	0.9004424778761062	0.28271459955147554	0.8855681636567044
0.35339557831134416	0.838495575221239	0.28035877880183224	0.885408342656225
0.21101060601783736	0.9129793510324483	0.2605763056227998	0.8924404666773214
0.1831163153310573	0.9233038348082596	0.18455012600090723	0.9212082467636248
0.16820264206910754	0.9365781710914454	0.17032141072853604	0.9272814447818444
0.1586613840245639	0.9373156342182891	0.16203219675803573	0.9355921368067764
0.16062251015141837	0.9387905604719764	0.1468473852045156	0.9405465878216398
0.1696791225428481	0.9321533923303835	0.14074507268428282	0.9427840818283523
0.1371238190038741	0.9454277286135693	0.1294372528447875	0.9507751318523254
0.12740492808454323	0.9498525073746312	0.13780433302084213	0.9475787118427361
0.12370259173224823	0.9550147492625368	0.12003221619602951	0.9528528048585584
0.12418026035679638	0.9564896755162242	0.10945143515244647	0.9600447498801342
0.12482584826433606	0.9594395280235988	0.10906159238197517	0.9574876138724628
0.1263171041595621	0.9579646017699115	0.11507159172177991	0.9563688668691066
0.12248144312901663	0.9594395280235988	0.11117220712870755	0.9600447498801342
0.12011939752154774	0.9594395280235988	0.10612540577645826	0.9600447498801342
