val_loss	val_acc	train_loss	train_acc
2.063085766880109	0.208779443254818	2.1433410732421794	0.2731048805815161
1.8083289185223794	0.26980728051391867	1.671711772917546	0.3866389754240222
1.5926887476597404	0.4325481798715204	1.5086095946166869	0.4697127033575632
1.5598402709981358	0.4732334047109208	1.4170164291979988	0.5046728971962617
1.6188725832674244	0.5042826552462527	1.3124240461457102	0.5420560747663552
1.508729967557899	0.4657387580299786	1.204901170549033	0.578054690204223
1.8135676620731518	0.4207708779443255	1.099312914592785	0.6223606784354448
1.1390156698447096	0.6220556745182013	0.698413977331771	0.7628937348563517
1.1438104165618246	0.6477516059957173	0.5770974656887412	0.7985462097611631
1.3276457281372405	0.619914346895075	0.5151772185542429	0.8175839390792663
1.280663246464391	0.6552462526766596	0.47937491943743166	0.8317757009345795
1.2625325125456655	0.6584582441113491	0.4487220910537373	0.8487365870543442
1.2349765042612844	0.6584582441113491	0.42961738805885225	0.851851851851852
1.4164643300900623	0.6241970021413277	0.40664234607376987	0.8539286950501904
1.2732179643231298	0.6680942184154176	0.35047570339430806	0.8816199376947041
1.2260381029908818	0.6734475374732335	0.32915216068134057	0.8875043267566632
1.2776399714716689	0.6713062098501071	0.3015726126266876	0.8999653859466944
1.3122858598198128	0.6734475374732335	0.30578736650205274	0.8920041536863967
1.2922751959488075	0.6745182012847966	0.29551067006348397	0.897888542748356
1.3147241456984549	0.6713062098501071	0.2981206865225025	0.899619245413638
