val_loss	val_acc	train_loss	train_acc
0.2853323456630865	0.9074367088607594	0.593877113407359	0.7873988032382964
0.2602776846011417	0.8947784810126582	0.4020828476981435	0.853220696937698
0.33933924239930474	0.8757911392405063	0.37338435631055245	0.853220696937698
0.40159831005089647	0.7919303797468354	0.35060512620381373	0.86290038718761
0.4675736164414807	0.7784810126582279	0.3208574802773411	0.8711721224920802
0.35421059143956446	0.8718354430379747	0.29031170105849435	0.8826117564237944
0.38251740552700136	0.8259493670886076	0.2625259462607053	0.8878915874692009
0.3759129729513904	0.8409810126582279	0.1706791508411618	0.9301302358324534
0.43553784999943373	0.8338607594936709	0.1583182525413761	0.9336501231960577
0.37355258990682666	0.8504746835443038	0.1491666862084704	0.9384019711369236
0.3956573914096962	0.8441455696202531	0.13664620060362878	0.9436818021823301
0.40720115258075484	0.8560126582278481	0.12918714224463582	0.9456177402323126
0.3975870305159471	0.8441455696202531	0.1249088086980691	0.9498416050686378
0.4745433376995641	0.8243670886075949	0.11836785998494984	0.9528335093277015
0.4223566536795859	0.8401898734177216	0.10037749328853615	0.9633931714185145
0.4388921473346963	0.8425632911392404	0.09917374155212873	0.9640971488912354
0.41400777591585625	0.8465189873417721	0.09930310639258753	0.9605772615276311
0.4293817600083469	0.8441455696202531	0.09385236064720917	0.9642731432594157
0.4359733182648171	0.8441455696202531	0.09822442703487798	0.9611052446321717
0.44125175468015404	0.8417721518987341	0.093860945604479	0.963745160154875
